Number of hit	Text ID	Concordance line
189	2	taşıyan hayvanların etlerinin ve tüm dokularının tamamen imha edilmesi ne insan gıdası ne de hayvan yemi katkısı olarak kullanılmaması salgını önleyebilecek
190	2	sorunum gerçekleştireceğime bir türlü inanamamam . . Ailemde de şişman insan çok fazla . Ama ben bunun kaderim olmasını istemiyorum .
191	2	Önder TURACIYA Milli takımı seçtiği için tebrikler . Vatanının seven insan senin gibi olur . Önder kardeş sen ve Serkan ile
192	2	biri olacak hatalarda yapmıyor degil elbette yapacak o genc bir insan ama yaptıgı hataları tekrarlamayacak ve onlardan ders alıp Türk futbolunun
193	2	ÜLKEMŞİZDE KALMASI BENDE DAHA MANTIKLI OLUR. İşitmeniz Kayboluyor Modern dünya insan yaşamını kolaylaştırmak için giderek daha çok cihazı günlük yaşantımıza sokuyor
194	2	dünyanın gündeminde ön yerleri alıyor . Bir yandan cep telefonunun insan yaşamına getirdiği kolaylıktan vazgeçilemiyor öte yandan da bu kaygılar yaşanıyor
195	2	önce de Balığın Küçük Boylusunu Seçin başlığıyla duyurmuştu . Balık insan beslenmesinde en önemli gıdalardan biridir . Yüksek kaliteli protein içeriği
196	2	anılan Deli Dana Hastalığının etkenini taşıyan sığırlarda üretilen aşılar da insan sağlığı için büyük bir risk taşıyor . Bir çok ülke
197	2	idrak etmeleri gerekir . Hakan şükür sadece futbolcu olarak değil insan olarak da çok iyi incelenmesi gereken vede karakter olarak Türk
198	2	yolda herkes kahraman olur esas olan Türkiye deki bir çok insan gibi kara taassup derecesinde batı hayranlığına gömülmüş ,öyle bir karanlığın
199	2	insanı ısırmasından çok korkulur da , aslında daha yaygın olan insan ısırığının kimse pek üzerinde durmaz . Oysa insan ısırığı da
200	2	yaygın olan insan ısırığının kimse pek üzerinde durmaz . Oysa insan ısırığı da tehlikeli olabilen bir durumdur . Bunun nedeni insan
201	2	insan ısırığı da tehlikeli olabilen bir durumdur . Bunun nedeni insan ağzının çok değişik mikropları barındıran bir organ olması . Ağız
202	2	. İşte bu nedenlerle , çok derin olamasa bile , insan ısırıklarında , hele kan çıkacak derecede yara açılmışsa bir doktora
203	2	isterdim mükemmel bi oyuncusun sen takma bu yorumları . . insan çekemediğini kıskanır , çekemediğini sevmez ... planahh ( 02 /
204	2	. kimse kimseye hakaret edemez , etmemeli . hakaret ettiğiniz insan kendi takımınızda yıllardır oynamış , yıllardır emekk vermiş insan .
205	2	ettiğiniz insan kendi takımınızda yıllardır oynamış , yıllardır emekk vermiş insan . ya eleştirilerinizi doğru düzgün yazın yada hiç bir şey
206	2	cok kart goruyo ahhhh bı de o olamsa ... espirili insan yaptığın sempatik hareketlerle herkese sevdiriyosun kendini oyunun da güzel ,
207	2	da güzel , güzel oynuyosun maçda gidiyo o adam hırslı insan geliyo çok çabalısın karşılığınıda görüyoruz zaten süpersin seni seviyoruz serkan
208	2	Biraz daha sağlamlaşırsan sol kanat=OLCAN olur . Başarılar yetenekli bi insan olduğundan şüpheliyim arkadaşlar koşturmaktan aciz çünki kendisi OLCAN ADIN umarım
209	2	gibi laflara da gerek yok canın arkadaşı cook o da insan doğaldırr düşünsenize can bunları görse nassı güler aynı benm güldüğüm
210	2	bu sahte öncülüğüyle ya da özgünlüğüyle övünen o kadar çok insan tanıdım ki , Aköz'ün bu çok sıradan gibi görünen davranışının
211	2	stüdyosundan farklı olarak modadan çok araştırma ile ilgileniyor . Tasarımlar insan odaklı bilimsel gözlemlerle yapılıyor . Philips tarafından High Design olarak
212	2	sıkı bir bağ , karşılıklı bir etkileşim vardır . Bir insan düşüncesini anlatırken kullandığı sözcüklere özen gösterdiği ölçüde dilini geliştirir .
213	2	belirtmekte özgürse , başkalarının düşünce ve inançlarına da saygılıysa , insan sevgisi , toplumsal yardım , hoşgörü gibi insanlık duyguları gelişmişse
214	2	ve tasavvufa bağlanıp çalışmakla iki dünya için de yararlı bir insan olmalarını öğütlemiştir . 676 / 1277 tarihinde düzenlenmiş Arapça vakfiyesi
215	2	( insanlık yanlısı ) bir şair olduğunu vurguladıkları Yunus Emre insan sevgisinde ruhunun bütün inceliklerini doruğa çıkarmıştır . Tasavvuf ona yetmiş
216	2	veriyor ve çok sevdiğim Türk dili alanında çalışarak bir yandan insan yetiştirmek , bir yandan da alanımla ilgili çeşitli ürünleri ortaya
217	2	Cumhuriyet Döneminin klasik birkaç eserini mutlaka okumalıdır . Çok okuyan insan akıcı konuşur ve anlaşılır bir üslupla yazılarını yazar . Bu
218	2	uyumlu bir temsilcisine dönüşmüş insana şahsiyet demeliyiz . Şahsiyet sahibi insan , bir alana ait temsil yeteneğiyle öne çıkabilir ve en
219	2	ve görev anlayışını benimseyen insandır . ( Yeri gelmişken mübarek insan Atatürk’ün Atalarımızın ruhu beni göreve çağırıyordu . sözünü hatırlatayım )
220	2	ile edebiyat eseri veren büyük sanatçılardır . Sonra da , insan eğitimini veya bir bilim dalını seçenler , en sonra da
221	2	Ad bilgisi önemli bir dil bağımsızlığı göstergesidir . Türk kültüründe insan isimleri için üç kaynak var : İslam kültüründen doğan Hz.
222	2	temiz plaj ve deniz orda . . 1 gün dışında insan sıkılabilir . fazla kalmamak lazım sadece ugrak yeri olarak düşünüyorum
223	2	olan ünlülerin üzerine konur : ( yokluk ) , ( insan ) ; ( sayı ) , ( gelenek , alışkanlık
224	2	grant azur altınyunus gibi yerlerde müdürlük yapmış çok şeker bir insan . eğer yolunuz marmarise düşerse mutlaka görülmesi gerekilen bir yer
225	2	dahil sisteminde bol bol içince değişiklik başladı tabii . Cesaretleniyor insan . Otelde kalan kadınların çoğu yabancıydı . Arkadaşım çekingen .
226	2	görünce aklı uçuyor insanın . Bu kadar sempatik olabilir bir insan . Ertesi gece gideceklerdi . Kocalarının bir yere gittini görünce
227	2	gibi . Gidilen her yeni yer , tanışılan her yeni insan bilgi dağarcığımızı genişletmek ve dünyaya bakışımızı geliştirmek için en iyi
228	2	ederim . Yorumlarınız için teşekkürler . harika bir bayram anısı insan böle güzen anları hiç unutmuyor elazığı bende çok merak ettim
229	2	safaya düşkündür . Savaştan çok barış taraftarıdır . Atak bir insan olmadığı hâlde gerektiğinde savaş kararı verebilen bir padişahtır . III.
230	2	bir kültür . Oraları gezme fırsatım oldu ve dediğiniz gibi insan vazgeçemiyor . Mutlaka ailemle tekrar gideceğim . Size tavsiyem yaylalara
231	2	kadar tatil için hep Alanya'ya gitmiştim . Güzel yer ama insan her yıl aynı yeri görünce sıkılıyor doğrusu ... Bu yıl
232	2	. Ama hiç yorulmamıştım çünkü o kadar güzel bir yerde insan yorulamaz ... Suyun üzerinde yemek yemek Daha sonraki günler Saklıkent'e
233	2	. Hangi evin önünde dursam ilgiyle karşılandım . Bol bol insan fotoğrafları çektim . Belki güneşin batışını göremedim ama iki günde
234	2	17 / 01 / 2007 23:10 ) Selam . Haklısınız insan yaşadığı yeri değilde başka yerleri merak ediyor ve geziyor bende
235	2	azından aydınlatıcı oldu teşekkür eder yazılarınızın devamını beklerim hoşçakalın . insan zaten kendi memleketinin güzel yörelerini gezmez görmez de gittiği başka
236	2	üzerine çıkıp etrafı izlemek . Denizin tam ortasındasınız ki , insan kendisini denizlerin hakimi gibi hissediyor . Ancak kale konusunda değinmek
237	2	sanırım ne kadar kalabalık olursa , o kadar zor olur insan yığını içinde doğanın taze nefesini farketmek ... ( Not :
238	2	( G193 / 3 ) beytiyle ; kâmil yaradılışlı bir insan bulmak amacıyla dünyayı gezmesi gerektiğini ise : Hazık cihanı ser
239	2	cansız varlıkları , düşünen , duyan ve hareket eden bir insan kişiliğinde göstermek sanatıdır . Taklar varmış rükuğa her sütun etmiş
240	2	gerekir . Aksi takdirde iletişimde ve düşüncede kopukluk olur ve insan kendini gerçekleştiremez . Bu kopukluğu önleyebilmek için iyi bir okuma
241	2	ölmenin ecel ţerbeti içmek ţeklinde tabir edilmesi gibi . Günümüzde insan , sözlü ya da yazılı olarak bir bilgi akınına uğramaktadır
242	2	Çünkü rast gele yapılan okuma , bu bilgi akını içerisinde insan zihninde karmaşa ve karışıklığa sebep olacaktır . Bundan kaçınmak için
243	2	olduysa herkesin aklına yatmıştı bu fikir ve biz 20 deli insan burdan kiraladığımız bir otobüsle Yunanistan üzerinden gemiyle İtalya'nın Brindisi limanına
244	2	bence herfotoda kendinizin olması gayet güzel bi arkadaşında dediği gibi insan unsuru önemlidir fotoğrafta açıkçası kıskandım sizi ama sakın yanlış anlamayın
245	2	bölgenin özelliklerini yansitiyor . hatta arkadaslar bilmiolar galiba ama fotografta insan unsuru cok önemlidir . . Datte arkadasimizda en güzel yerleri
246	2	dumurunuza yakın bir duyguyla size bakıp denizin içindenn yürüyen bir insan olabileceğine inanamıyorlar . Orhaniye Köyü'nün diğer hünerleri Öte yandan Orhaniye
247	2	, siestaya yat . Dalyan Çamur Banyosu Ya burası maalesef insan dışkısına kokusunu veren kükürtle dolu bir yer . Bu nedenle
248	2	önerimi abur cubur alışkanlığından kurtulmak için yapabilirsiniz . Boş kalan insan hele birde evde uzun süre kalıyorsa sürekli atıştırmak ister .
249	2	dili , edebiyatı , kültürü , eğitimi ile Doğu Türkistan'da insan hakları ile ilgili haberleri alabileceğiniz , bu konudaki tartışmalara katılabileceğiniz
250	2	olan ikametgâh kelimesini ise zannederim doğru telâffuz eden pek az insan kaldı . Bu kelime de diğerleri gibi ikâmetgâh diye söylenmekte
251	2	içine dahil olmuştur . Yani Cemil Meriç’in arzu ettiği tanımla insan zekâsını zenginleştiren , soyumuzun ortak hazinesine yeni değerler katan ;
252	2	yeni değerler katan ; tanıdığımızı , her köşesini taradığımızı sandığımız insan kalbinde , ezelden beri mevcut bir tutkuyu gün ışığına çıkaran
253	2	~ KKlp barak tüylü ( köpek ) , saçlı ( insan ) . - Kzk barak bir tür köpek . -
254	2	. Günümüzde anlamsız , kuru sözlerle doldurulmuş müzik parçalarını dinledikçe insan irkiliyor . Bir de bundan yıllarca önce yazılmış şu şarkı
255	2	alanın özerkliği fikri , yurttaşlığın tesisi ya da yurttaş olarak insan fikri , insanın gelişebilir bir varlık olduğu fikri , politik
256	2	her şeyin zıddıyla var olduğu söylenir durur . Bu , insan zihninin , varlığı , eski bilgileriyle ilişkilendirerek öğrenebilmesinin ve en
257	2	kalıcı ve daha bereketli olmuş , tabiî bir varlık olan insan tarihî bir varlık hâline gelmiştir . Şimdi ve burada olan’lara
258	2	edilemez olduğunu ; fakat insanoğlunun bu varsayımlara dayanarak , kendisinin insan oluş macerasının başladığı bu zamanlara karşı büyük bir ilgi duyduğunu
259	2	her yeni , eskinin bozuk şekli sayılmıştır . Bu , insan yapıp etmelerinin her alanında olduğu gibi dil anlayışında da böyle
260	2	süreli ülkemizde kalan ve Türkiye Türkçesiyle bizlerle anlaşabilen pek çok insan vardır . Öte yandan Türk cumhuriyet ve topluluklarında pek çok
261	2	kendilerine karşı duyulan aşırı sevginin bir ifadesi olarak yapılan , insan veya insanüstü güçlere sahip olduğuna inanılan cisim , heykel ,
262	2	dereke , plân gibi sözlerin hep düzey ; adam , insan , şahıs , kişi , kimse sözlerinin hep kişi ;
263	2	ufkunu açmak , eğitmek , onu duyan , düşünen bir insan yapmak gibi amaçları olan edebiyat ile sosyal hayatın birbirinden ayrılması
264	2	dillerden biridir . Yazılımları Türkçeleştirecek ve Türkçe yeni yazılımlar üretecek insan gücümüz ise yeterli değil . Birçok yazılım modası geçtikten sonra
265	2	Türkiye Türkçesine ilgim de bu sebeple arttı . Çağdaş bir insan olarak kendimi bir Türkten çok Türkiyeli olarak görmeye çalıştım .
266	2	. Günümüzde anlamsız , kuru sözlerle doldurulmuş müzik parçalarını dinledikçe insan irkiliyor . Bir de bundan yıllarca önce yazılmış şu şarkı
267	2	Ermeni olan bir Osmanlı prensidir . Roman , aidiyetlere , insan ayrımına dair ne varsa hepsine bir isyan içerir . İsyan
268	2	Çarlık Rusyası’nda Sibirya’ya sürgüne gönderilenlerin tuttukları kayıtlar aracılığıyla yaptığı Yakutlarda insan hastalıkları ve bunların tedavi yöntemleriyle ilgili dil bilimi incelemesinde ,
269	2	şiiriyle edebiyat dünyamızda kendisine bir yer edinen , genellikle küçük insan olarak adlandırılan , dar gelirli , sıradan orta tabaka insanının
270	2	adlı kitabı , evin bir kavram ve fiziksel mekân olarak insan hayatına etkisini araştırır . Buna göre ev , insanı hayatın
271	2	Yunanca=tedavi ) kelimelerinden oluşmaktadır . Güneşin , denizin ve kumun insan vücudu üzerinde yaptığı olumlu etkiyle sağlanan iyileşme anlamındadır . Kurulumuz
272	2	etmeden derin bir üzüntü çekmek birleşik fiillerindeki anlam kaymalarında da insan organlarının elle tutulur , gözle görülür somut hareketlerinden yararlanılmıştır .
273	2	dön - herkesin kolayca çattığı , hıncını kendinden aldığı bir insan olmak . Kabak çiçeği gibi açıl - utangaçlıktan normal davranıştan
274	2	zeka yoksunu kesimin kimler olduğunu çok merak ediyorum ; bir insan bu kadarmı bakar kör olur ? Eklenme Tarihi : 25
275	2	katılmalıyım ? C : İşinizin sürekliliğini sağlamanız , doğal ve insan kökenli felaketlere karşı alabileceğiniz önlemleri görebilmeniz için katılmalısınız . S
276	2	diyoruz , çünkü bu tür konularda 3 tür yaklaşım gösteren insan ve kurumlar var . Birinci grup , bu tür konuları
277	2	. Bir çok hacker , güvenlik uzmanı , bilişim meraklısı insan Zone - h . org’u ziyaret ederek , bugün Dünya’da
278	2	dönemlerinde destek olmuştur . M. . Emin Yurdakul ülkü sahibi insan vasfında olduğu için memuriyet döneminde sık sık yeri değiştirilmiştir .
279	2	evlendi . Böylelikle hem tahtında sorumluluğu beraber paylaşacakları yürekli bir insan , hem de ordularını yönetecek kahraman bir başkumandan kazanmış oluyordu
280	2	Ayın ilk gününden nefret ederim . Kiradır , faturalardır , insan deli olur Ne güzel tatil ... Sevdiklerimle zaman geçiriyorum .
281	2	günlük hayatımızın tartışılmaz bir parçası olan İnternet , pek çok insan için farklı farklı işlevlere sahip . Bakalım sizin İnternet alışkanlıklarınız
282	2	kadar önlem alıyorum , demek yine bulaşıyor ... Bilgisayar da insan gibi , o da hastalanır , eder , Allah şifa
283	2	süper bir makina , benimkine bir şey olmaz . Özgüvenin insan hayatındaki önemi tartışılmaz . Bazılarımızın özgüveni tavana vururken bazılarımızın ise
284	2	diye , hiç düşünmeden , hemen davet ederim . Evde insan ağırlamaya üşenirim , uğrayıp mümkün olduğu kadar kısa bir sürede
285	2	de onunla birlikte öğrenmeye başlarım . Bir lisan , bir insan . Onunla gurur duyarım , gördüğüm yerde turistlerle konuşması için
286	2	birlikte dans ederim , kafa sallarım . Günümüzde pek çok insan beslenme sorunları yaşıyor . Günlük hayatın , iş hayatının koşuşturmacası
287	2	ve onun sonuçlarına sonuna dek katlanabilirler . Ama pek çok insan kararlı davranmak konusunda eksiklere sahiptir . Çoğu insan , kararsızlıklarıyla
288	2	pek çok insan kararlı davranmak konusunda eksiklere sahiptir . Çoğu insan , kararsızlıklarıyla boğuşarak çözümler üretmeye çalışır . Siz de testimizi
289	2	hiç tutmam . Eski başkanlardan . Eskiden onun şirin bir insan olduğunu düşünürdüm . 6 - Peki ya Margaret Thatcher ?
290	2	Good Morning , Vietnam ) adlı film . Sevgi , insan hayatını besleyen en önemli unsur . Sevgi , toplumsal yaşamı
291	2	en önemli unsur . Sevgi , toplumsal yaşamı destekleyen , insan ilişkilerine güzellik katan , saygıyı da beraberinde getirdiğinde dünyayı bütün
